"","queryid","subjectids","identity","positives","alignmentlength","mismatches","gapopens","q.start","q.end","s.start","s.end","evalue","bitscore"
"55","unnamed","gi|560188886|pdb|4JU3|B","98.93","98.93","563","  0","2","  1","557","   1"," 563","0.0e+00","1147.0"
"56","unnamed","gi|560188887|pdb|4JU4|A","98.93","98.93","563","  0","2","  1","557","   1"," 563","0.0e+00","1147.0"
"57","unnamed","gi|560188888|pdb|4JU4|B","98.93","98.93","563","  0","2","  1","557","   1"," 563","0.0e+00","1147.0"
"58","unnamed","gi|560188889|pdb|4JU6|A","98.93","98.93","563","  0","2","  1","557","   1"," 563","0.0e+00","1147.0"
"59","unnamed","gi|560188890|pdb|4JU6|B","98.93","98.93","563","  0","2","  1","557","   1"," 563","0.0e+00","1147.0"
"60","unnamed","gi|560188891|pdb|4JU7|A","98.93","98.93","563","  0","2","  1","557","   1"," 563","0.0e+00","1147.0"
"61","unnamed","gi|560188892|pdb|4JU7|B","98.93","98.93","563","  0","2","  1","557","   1"," 563","0.0e+00","1147.0"
"62","unnamed","gi|582045356|pdb|4JVQ|A","98.93","98.93","563","  0","2","  1","557","   1"," 563","0.0e+00","1147.0"
"63","unnamed","gi|582045357|pdb|4JVQ|B","98.93","98.93","563","  0","2","  1","557","   1"," 563","0.0e+00","1147.0"
"64","unnamed","gi|327200778|pdb|2XHV|A","98.76","98.76","563","  1","2","  1","557","   2"," 564","0.0e+00","1146.0"
"65","unnamed","gi|327200779|pdb|2XHV|B","98.76","98.76","563","  1","2","  1","557","   2"," 564","0.0e+00","1146.0"
"66","unnamed","gi|471270505|pdb|4EAW|A","98.75","98.75","562","  1","2","  1","556","   1"," 562","0.0e+00","1144.0"
"67","unnamed","gi|471270506|pdb|4EAW|B","98.75","98.75","562","  1","2","  1","556","   1"," 562","0.0e+00","1144.0"
"68","unnamed","gi|291463656|pdb|3LKH|A","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"69","unnamed","gi|291463657|pdb|3LKH|B","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"70","unnamed","gi|345110933|pdb|3SKA|A","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"71","unnamed","gi|345110934|pdb|3SKA|B","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"72","unnamed","gi|345110935|pdb|3SKE|A","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"73","unnamed","gi|345110936|pdb|3SKE|B","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"74","unnamed","gi|345110939|pdb|3SKH|A","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"75","unnamed","gi|345110940|pdb|3SKH|B","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"76","unnamed","gi|374074403|pdb|3UPH|A","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"77","unnamed","gi|374074404|pdb|3UPH|B","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"78","unnamed","gi|374414620|pdb|3TYQ|A","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"79","unnamed","gi|374414621|pdb|3TYQ|B","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"80","unnamed","gi|374414622|pdb|3TYV|A","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"81","unnamed","gi|374414623|pdb|3TYV|B","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"82","unnamed","gi|564731295|pdb|4MZ4|A","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"83","unnamed","gi|564731296|pdb|4MZ4|B","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"84","unnamed","gi|374074405|pdb|3UPI|A","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"85","unnamed","gi|374074406|pdb|3UPI|B","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"86","unnamed","gi|550545854|pdb|2YOJ|A","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"87","unnamed","gi|550545855|pdb|2YOJ|B","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1143.0"
"88","unnamed","gi|359546115|pdb|3U4O|A","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1142.0"
"89","unnamed","gi|359546116|pdb|3U4O|B","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1142.0"
"90","unnamed","gi|359546118|pdb|3U4R|A","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1142.0"
"91","unnamed","gi|359546119|pdb|3U4R|B","98.58","98.58","563","  2","2","  1","557","   1"," 563","0.0e+00","1142.0"
"92","unnamed","gi|66361211|pdb|1YVF|A","95.03","97.69","563"," 22","2","  1","557","   2"," 564","0.0e+00","1117.0"
"93","unnamed","gi|71042163|pdb|1Z4U|A","95.03","97.69","563"," 22","2","  1","557","   2"," 564","0.0e+00","1117.0"
"94","unnamed","gi|257471918|pdb|3HHK|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1113.0"
"95","unnamed","gi|257471919|pdb|3HHK|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1113.0"
"96","unnamed","gi|29726690|pdb|1NHU|A","95.03","97.34","563"," 22","2","  1","557","   9"," 571","0.0e+00","1113.0"
"97","unnamed","gi|29726691|pdb|1NHU|B","95.03","97.34","563"," 22","2","  1","557","   9"," 571","0.0e+00","1113.0"
"98","unnamed","gi|29726692|pdb|1NHV|A","95.03","97.34","563"," 22","2","  1","557","   9"," 571","0.0e+00","1113.0"
"99","unnamed","gi|29726693|pdb|1NHV|B","95.03","97.34","563"," 22","2","  1","557","   9"," 571","0.0e+00","1113.0"
"100","unnamed","gi|112490321|pdb|2D3U|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1113.0"
"101","unnamed","gi|112490322|pdb|2D3U|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1113.0"
"102","unnamed","gi|112490325|pdb|2D3Z|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1113.0"
"103","unnamed","gi|112490326|pdb|2D3Z|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1113.0"
"104","unnamed","gi|112490329|pdb|2D41|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1113.0"
"105","unnamed","gi|112490330|pdb|2D41|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1113.0"
"106","unnamed","gi|6573672|pdb|1QUV|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"107","unnamed","gi|110590232|pdb|2GC8|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"108","unnamed","gi|110590233|pdb|2GC8|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"109","unnamed","gi|158430142|pdb|2QE2|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"110","unnamed","gi|158430143|pdb|2QE2|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"111","unnamed","gi|158430146|pdb|2QE5|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"112","unnamed","gi|158430147|pdb|2QE5|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"113","unnamed","gi|158430148|pdb|2QE5|C","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"114","unnamed","gi|158430149|pdb|2QE5|D","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"115","unnamed","gi|400260657|pdb|3VQS|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"116","unnamed","gi|400260658|pdb|3VQS|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"117","unnamed","gi|400260659|pdb|3VQS|C","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"118","unnamed","gi|400260660|pdb|3VQS|D","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"119","unnamed","gi|226438137|pdb|2ZKU|A","95.03","97.34","563"," 22","2","  1","557","   7"," 569","0.0e+00","1112.0"
"120","unnamed","gi|226438138|pdb|2ZKU|B","95.03","97.34","563"," 22","2","  1","557","   7"," 569","0.0e+00","1112.0"
"121","unnamed","gi|226438139|pdb|2ZKU|C","95.03","97.34","563"," 22","2","  1","557","   7"," 569","0.0e+00","1112.0"
"122","unnamed","gi|226438140|pdb|2ZKU|D","95.03","97.34","563"," 22","2","  1","557","   7"," 569","0.0e+00","1112.0"
"123","unnamed","gi|312208201|pdb|3PHE|A","95.03","97.34","563"," 22","2","  1","557","   7"," 569","0.0e+00","1112.0"
"124","unnamed","gi|312208202|pdb|3PHE|B","95.03","97.34","563"," 22","2","  1","557","   7"," 569","0.0e+00","1112.0"
"125","unnamed","gi|312208203|pdb|3PHE|C","95.03","97.34","563"," 22","2","  1","557","   7"," 569","0.0e+00","1112.0"
"126","unnamed","gi|312208204|pdb|3PHE|D","95.03","97.34","563"," 22","2","  1","557","   7"," 569","0.0e+00","1112.0"
"127","unnamed","gi|364506176|pdb|3UDL|A","95.03","97.34","563"," 22","2","  1","557","   7"," 569","0.0e+00","1112.0"
"128","unnamed","gi|364506177|pdb|3UDL|B","95.03","97.34","563"," 22","2","  1","557","   7"," 569","0.0e+00","1112.0"
"129","unnamed","gi|364506178|pdb|3UDL|C","95.03","97.34","563"," 22","2","  1","557","   7"," 569","0.0e+00","1112.0"
"130","unnamed","gi|364506179|pdb|3UDL|D","95.03","97.34","563"," 22","2","  1","557","   7"," 569","0.0e+00","1112.0"
"131","unnamed","gi|218766639|pdb|3BR9|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"132","unnamed","gi|218766640|pdb|3BR9|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"133","unnamed","gi|218766642|pdb|3BSA|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"134","unnamed","gi|218766643|pdb|3BSA|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"135","unnamed","gi|218766644|pdb|3BSC|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"136","unnamed","gi|218766645|pdb|3BSC|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"137","unnamed","gi|223365811|pdb|3CO9|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"138","unnamed","gi|223365812|pdb|3CO9|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"139","unnamed","gi|224510577|pdb|3CDE|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"140","unnamed","gi|224510578|pdb|3CDE|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"141","unnamed","gi|227343699|pdb|3CVK|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"142","unnamed","gi|227343700|pdb|3CVK|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"143","unnamed","gi|227343701|pdb|3CWJ|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"144","unnamed","gi|227343702|pdb|3CWJ|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"145","unnamed","gi|237823745|pdb|3D28|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"146","unnamed","gi|237823746|pdb|3D28|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"147","unnamed","gi|237823752|pdb|3D5M|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"148","unnamed","gi|237823753|pdb|3D5M|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"149","unnamed","gi|256032533|pdb|3E51|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"150","unnamed","gi|256032534|pdb|3E51|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"151","unnamed","gi|270346502|pdb|3GYN|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"152","unnamed","gi|270346503|pdb|3GYN|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"153","unnamed","gi|270346525|pdb|3H2L|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"154","unnamed","gi|270346526|pdb|3H2L|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"155","unnamed","gi|270346615|pdb|3IGV|A","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"156","unnamed","gi|270346616|pdb|3IGV|B","95.03","97.34","563"," 22","2","  1","557","   1"," 563","0.0e+00","1112.0"
"157","unnamed","gi|301598589|pdb|3MF5|A","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"158","unnamed","gi|301598590|pdb|3MF5|B","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"159","unnamed","gi|520728733|pdb|4IH5|A","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"160","unnamed","gi|520728734|pdb|4IH5|B","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"161","unnamed","gi|520728735|pdb|4IH6|A","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"162","unnamed","gi|520728736|pdb|4IH6|B","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"163","unnamed","gi|520728737|pdb|4IH7|A","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"164","unnamed","gi|520728738|pdb|4IH7|B","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"165","unnamed","gi|550545478|pdb|4MKB|A","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"166","unnamed","gi|550545479|pdb|4MKB|B","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"167","unnamed","gi|550545480|pdb|4MKA|A","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"168","unnamed","gi|550545481|pdb|4MKA|B","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"169","unnamed","gi|550545482|pdb|4MK9|A","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"170","unnamed","gi|550545483|pdb|4MK9|B","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"171","unnamed","gi|550545484|pdb|4MK8|A","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"172","unnamed","gi|550545485|pdb|4MK8|B","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"173","unnamed","gi|550545486|pdb|4MK7|A","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"174","unnamed","gi|550545487|pdb|4MK7|B","95.02","97.33","562"," 22","2","  2","557","   2"," 563","0.0e+00","1111.0"
"175","unnamed","gi|183448356|pdb|3CIZ|A","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"176","unnamed","gi|183448357|pdb|3CIZ|B","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"177","unnamed","gi|183448358|pdb|3CJ0|A","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"178","unnamed","gi|183448359|pdb|3CJ0|B","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"179","unnamed","gi|183448360|pdb|3CJ2|A","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"180","unnamed","gi|183448361|pdb|3CJ2|B","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"181","unnamed","gi|183448362|pdb|3CJ3|A","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"182","unnamed","gi|183448363|pdb|3CJ3|B","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"183","unnamed","gi|183448364|pdb|3CJ4|A","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"184","unnamed","gi|183448365|pdb|3CJ4|B","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"185","unnamed","gi|183448366|pdb|3CJ5|A","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"186","unnamed","gi|183448367|pdb|3CJ5|B","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"187","unnamed","gi|224036418|pdb|3FQK|A","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"188","unnamed","gi|224036419|pdb|3FQK|B","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"189","unnamed","gi|257471788|pdb|3G86|A","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"190","unnamed","gi|257471789|pdb|3G86|B","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"191","unnamed","gi|257471889|pdb|3H59|A","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"192","unnamed","gi|257471890|pdb|3H59|B","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"193","unnamed","gi|257471891|pdb|3H5S|A","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"194","unnamed","gi|257471892|pdb|3H5S|B","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"195","unnamed","gi|257471893|pdb|3H5U|A","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"196","unnamed","gi|257471894|pdb|3H5U|B","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"197","unnamed","gi|261278712|pdb|3H98|A","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"198","unnamed","gi|261278713|pdb|3H98|B","95.02","97.33","562"," 22","2","  2","557","   8"," 569","0.0e+00","1111.0"
"199","unnamed","gi|134104761|pdb|2JC0|A","94.85","97.16","563"," 23","2","  1","557","   1"," 563","0.0e+00","1111.0"
"200","unnamed","gi|134104762|pdb|2JC0|B","94.85","97.16","563"," 23","2","  1","557","   1"," 563","0.0e+00","1111.0"
"201","unnamed","gi|134104763|pdb|2JC1|A","94.85","97.16","563"," 23","2","  1","557","   1"," 563","0.0e+00","1111.0"
"202","unnamed","gi|134104764|pdb|2JC1|B","94.85","97.16","563"," 23","2","  1","557","   1"," 563","0.0e+00","1111.0"
"203","unnamed","gi|126030483|pdb|2FVC|A","94.85","97.16","563"," 23","2","  1","557","   1"," 563","0.0e+00","1111.0"
"204","unnamed","gi|126030484|pdb|2FVC|B","94.85","97.16","563"," 23","2","  1","557","   1"," 563","0.0e+00","1111.0"
"205","unnamed","gi|491668804|pdb|4KAI|A","94.85","97.16","563"," 23","2","  1","557","   2"," 564","0.0e+00","1110.0"
"206","unnamed","gi|491668805|pdb|4KAI|B","94.85","97.16","563"," 23","2","  1","557","   2"," 564","0.0e+00","1110.0"
"207","unnamed","gi|47168477|pdb|1OS5|A","94.85","97.16","563"," 23","2","  1","557","   1"," 563","0.0e+00","1110.0"
"208","unnamed","gi|145579394|pdb|2GIQ|A","95.01","97.33","561"," 22","2","  2","556","   8"," 568","0.0e+00","1109.0"
