"","queryid","subjectids","identity","positives","alignmentlength","mismatches","gapopens","q.start","q.end","s.start","s.end","evalue","bitscore"
"21","unnamed","gi|560189049|pdb|4M9T|A","54.67","69.33","150","63","1","  3","147"," 83","232"," 3.0e-51","167.0"
"22","unnamed","gi|344189535|pdb|3J0C|C","32.26","51.61"," 62","35","2"," 86","147"," 94","148"," 1.8e+00"," 28.5"
"23","unnamed","gi|344189538|pdb|3J0C|F","32.26","51.61"," 62","35","2"," 86","147"," 94","148"," 1.8e+00"," 28.5"
"24","unnamed","gi|344189541|pdb|3J0C|I","32.26","51.61"," 62","35","2"," 86","147"," 94","148"," 1.8e+00"," 28.5"
"25","unnamed","gi|344189544|pdb|3J0C|L","32.26","51.61"," 62","35","2"," 86","147"," 94","148"," 1.8e+00"," 28.5"
"26","unnamed","gi|67464359|pdb|1Z63|A","32.08","54.72"," 53","30","2"," 71","123","149","195"," 1.9e+00"," 28.9"
"27","unnamed","gi|67464360|pdb|1Z63|B","32.08","54.72"," 53","30","2"," 71","123","149","195"," 1.9e+00"," 28.9"
"28","unnamed","gi|66361330|pdb|1Z6A|A","32.08","54.72"," 53","30","2"," 71","123","149","195"," 1.9e+00"," 28.9"
"29","unnamed","gi|33356857|pdb|1EP5|B","32.26","51.61"," 62","35","2"," 86","147"," 89","143"," 2.0e+00"," 28.1"
"30","unnamed","gi|33356858|pdb|1EP5|A","32.26","51.61"," 62","35","2"," 86","147"," 89","143"," 2.0e+00"," 28.1"
"31","unnamed","gi|33356859|pdb|1EP5|C","32.26","51.61"," 62","35","2"," 86","147"," 89","143"," 2.0e+00"," 28.1"
"32","unnamed","gi|33356860|pdb|1EP6|A","32.26","51.61"," 62","35","2"," 86","147"," 89","143"," 2.0e+00"," 28.1"
"33","unnamed","gi|33356861|pdb|1EP6|B","32.26","51.61"," 62","35","2"," 86","147"," 89","143"," 2.0e+00"," 28.1"
"34","unnamed","gi|33356862|pdb|1EP6|C","32.26","51.61"," 62","35","2"," 86","147"," 89","143"," 2.0e+00"," 28.1"
"35","unnamed","gi|83754370|pdb|2BE3|A","25.33","48.00"," 75","53","2"," 32","103","  2"," 76"," 2.6e+00"," 28.1"
"36","unnamed","gi|83754371|pdb|2BE3|B","25.33","48.00"," 75","53","2"," 32","103","  2"," 76"," 2.6e+00"," 28.1"
"37","unnamed","gi|73535548|pdb|1XVM|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.6e+00"," 28.1"
"38","unnamed","gi|73535550|pdb|1XVO|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.6e+00"," 28.1"
"39","unnamed","gi|262368195|pdb|1FY5|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.6e+00"," 28.1"
"40","unnamed","gi|404573623|pdb|1GDN|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.6e+00"," 28.1"
"41","unnamed","gi|408489449|pdb|1FY4|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.6e+00"," 28.1"
"42","unnamed","gi|425684909|pdb|1FN8|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.6e+00"," 28.1"
"43","unnamed","gi|444841836|pdb|1GDQ|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.6e+00"," 28.1"
"44","unnamed","gi|13096174|pdb|1GDU|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.7e+00"," 28.1"
"45","unnamed","gi|39654522|pdb|1PQ5|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.7e+00"," 28.1"
"46","unnamed","gi|39654523|pdb|1PQ7|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.7e+00"," 28.1"
"47","unnamed","gi|39654524|pdb|1PQ8|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.7e+00"," 28.1"
"48","unnamed","gi|134104355|pdb|2G51|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.7e+00"," 28.1"
"49","unnamed","gi|134104356|pdb|2G52|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.7e+00"," 28.1"
"50","unnamed","gi|157834015|pdb|1TRY|A","43.18","52.27"," 44","23","1","106","147","174","217"," 2.7e+00"," 28.1"
"51","unnamed","gi|218766523|pdb|2VU8|E","43.18","52.27"," 44","23","1","106","147","174","217"," 2.7e+00"," 28.1"
"52","unnamed","gi|400260702|pdb|4AO6|A","40.00","65.71"," 35","20","1"," 63"," 96"," 16"," 50"," 4.5e+00"," 27.3"
"53","unnamed","gi|400260703|pdb|4AO7|A","40.00","65.71"," 35","20","1"," 63"," 96"," 16"," 50"," 4.5e+00"," 27.3"
"54","unnamed","gi|400260704|pdb|4AO8|A","40.00","65.71"," 35","20","1"," 63"," 96"," 16"," 50"," 4.5e+00"," 27.3"
"55","unnamed","gi|15988211|pdb|1FWX|A","25.93","44.44"," 81","48","2"," 65","133","356","436"," 4.8e+00"," 27.7"
"56","unnamed","gi|15988212|pdb|1FWX|B","25.93","44.44"," 81","48","2"," 65","133","356","436"," 4.8e+00"," 27.7"
"57","unnamed","gi|15988213|pdb|1FWX|C","25.93","44.44"," 81","48","2"," 65","133","356","436"," 4.8e+00"," 27.7"
"58","unnamed","gi|15988214|pdb|1FWX|D","25.93","44.44"," 81","48","2"," 65","133","356","436"," 4.8e+00"," 27.7"
"59","unnamed","gi|300508523|pdb|3MCB|A","35.71","57.14"," 28","18","0"," 72"," 99"," 13"," 40"," 5.4e+00"," 25.4"
"60","unnamed","gi|529481966|pdb|4GQY|A","27.38","46.43"," 84","53","3"," 66","147"," 82","159"," 5.9e+00"," 26.9"
"61","unnamed","gi|529481967|pdb|4GQY|B","27.38","46.43"," 84","53","3"," 66","147"," 82","159"," 5.9e+00"," 26.9"
"62","unnamed","gi|529481968|pdb|4GQY|C","27.38","46.43"," 84","53","3"," 66","147"," 82","159"," 5.9e+00"," 26.9"
"63","unnamed","gi|529481969|pdb|4GQY|D","27.38","46.43"," 84","53","3"," 66","147"," 82","159"," 5.9e+00"," 26.9"
"64","unnamed","gi|340780287|pdb|2YGC|A","43.75","53.12"," 32","16","1"," 80","111","234","263"," 7.7e+00"," 26.9"
"65","unnamed","gi|340780288|pdb|2YGC|B","43.75","53.12"," 32","16","1"," 80","111","234","263"," 7.7e+00"," 26.9"
"66","unnamed","gi|340780289|pdb|2YGC|C","43.75","53.12"," 32","16","1"," 80","111","234","263"," 7.7e+00"," 26.9"
"67","unnamed","gi|48425190|pdb|1P3C|A","39.39","63.64"," 33","16","1","104","132","163","195"," 8.0e+00"," 26.6"
"68","unnamed","gi|48425191|pdb|1P3E|A","39.39","63.64"," 33","16","1","104","132","163","195"," 8.0e+00"," 26.6"
"69","unnamed","gi|225734164|pdb|3FWW|A","51.52","66.67"," 33","12","2"," 96","126","122","152"," 8.6e+00"," 26.9"
"70","unnamed","gi|394986409|pdb|4FCE|A","51.52","66.67"," 33","12","2"," 96","126","125","155"," 8.8e+00"," 26.9"
"71","unnamed","gi|159795643|pdb|2YX0|A","40.00","53.33"," 30","18","0"," 23"," 52","136","165"," 9.0e+00"," 26.6"
"72","unnamed","gi|39654521|pdb|1PPZ|A","40.91","50.00"," 44","24","1","106","147","174","217"," 9.4e+00"," 26.6"
"73","unnamed","gi|39654526|pdb|1PQA|A","40.91","50.00"," 44","24","1","106","147","174","217"," 9.4e+00"," 26.6"
"74","unnamed","gi|291463659|pdb|3LKX|B","35.71","57.14"," 28","18","0"," 72"," 99","  9"," 36"," 9.5e+00"," 25.0"
